attendance,study_hours,assignments,gpa,participation,risk_level
97,3,97,7.24,8,0
43,3,87,9.95,1,0
72,1,74,8.62,3,0
96,5,58,5.1,4,0
60,1,55,6.71,7,1
81,0,47,5.27,3,1
56,5,77,4.08,4,0
87,3,83,6.31,3,0
71,0,76,8.23,1,0
54,6,37,7.3,1,1
80,6,41,6.12,8,0
56,6,91,4.04,2,0
59,6,67,7.75,5,0
91,4,32,8.96,10,0
49,6,65,7.3,10,0
54,5,100,8.14,3,0
61,3,67,5.8,5,1
48,1,97,9.45,4,1
45,6,91,7.17,2,0
61,0,60,6.11,7,1
53,0,69,6.89,4,1
85,5,50,4.28,3,0
61,1,72,9.7,9,0
48,6,92,9.83,3,0
96,4,60,9.62,8,0
76,6,81,5.85,5,0
90,0,66,7.58,3,0
99,1,70,8.17,4,0
90,0,60,6.94,6,0
52,0,69,7.12,9,1
91,4,46,5.06,7,0
77,3,69,6.86,1,0
51,0,78,7.77,6,1
45,2,92,5.18,3,1
80,5,62,5.92,10,0
95,3,50,8.52,1,0
50,2,31,7.69,8,1
54,2,98,5.7,4,0
60,3,77,7.95,1,0
56,5,72,6.9,3,0
59,3,61,5.54,3,1
81,1,50,8.42,10,0
66,1,92,6.38,4,0
67,6,65,7.37,5,0
47,1,33,8.49,7,1
97,4,30,5.05,2,0
96,4,46,7.4,6,0
61,4,63,8.34,9,0
40,6,48,8.4,9,1
87,5,76,5.7,4,0
90,0,100,5.02,2,0
40,5,94,7.65,8,0
78,0,38,5.23,8,1
100,6,94,9.55,6,0
54,3,93,6.58,3,0
64,4,79,6.5,7,0
81,3,61,5.38,5,0
96,1,66,7.37,2,0
42,1,84,4.14,10,1
60,3,85,5.06,9,0
65,6,63,4.43,8,0
93,1,68,7.3,10,0
52,5,35,6.83,3,1
93,5,86,6.91,10,0
69,6,44,4.52,9,0
69,6,77,4.16,4,0
43,0,89,4.55,7,1
65,5,73,9.71,10,0
63,0,72,9.08,4,1
85,0,35,8.68,8,1
97,1,54,4.32,8,0
98,2,41,4.66,7,0
95,5,62,9.38,10,0
43,6,87,4.88,4,0
75,2,96,8.73,10,0
77,3,91,7.25,9,0
61,2,58,5.44,4,1
60,4,68,8.56,5,0
82,2,98,5.23,7,0
80,5,65,9.49,1,0
64,6,83,9.01,3,0
56,6,51,6.16,1,1
57,0,66,4.49,4,1
78,6,32,4.0,4,0
82,6,47,8.82,2,0
90,4,73,6.5,3,0
65,0,85,4.93,4,1
74,2,66,8.95,5,0
70,5,84,9.59,2,0
41,0,82,9.23,6,1
98,6,55,6.13,6,0
76,1,35,4.11,4,1
75,6,48,4.23,7,0
60,6,43,5.75,9,1
62,0,92,5.81,2,1
99,3,67,9.24,9,0
78,6,70,6.7,3,0
77,1,73,8.45,9,0
66,0,58,9.56,2,1
50,2,60,7.54,2,1
93,1,53,7.18,8,0
100,0,30,8.03,1,0
66,6,56,4.23,10,0
93,2,84,5.14,4,0
51,4,39,8.58,1,1
99,5,100,9.55,9,0
71,2,63,8.32,2,0
53,4,61,4.21,7,1
68,3,72,6.5,8,0
81,1,41,8.66,8,0
68,6,95,4.09,4,0
41,4,43,4.55,1,1
50,5,98,9.19,3,0
57,2,65,5.06,5,1
68,6,65,6.81,9,0
50,0,64,6.74,1,1
94,0,40,7.0,4,0
86,1,34,8.39,9,0
82,6,73,5.71,2,0
69,4,61,4.54,9,0
56,0,35,4.47,8,1
98,3,36,4.17,8,0
61,3,100,8.97,7,0
79,4,64,8.22,9,0
82,4,59,9.07,1,0
71,6,68,9.68,4,0
76,4,68,7.23,4,0
54,0,53,6.07,6,1
86,1,41,9.56,6,0
89,4,32,7.5,8,0
81,2,55,6.25,9,0
84,5,76,6.87,7,0
75,3,59,8.28,10,0
68,3,77,4.77,4,0
97,2,57,6.86,9,0
52,3,55,6.05,2,1
62,1,92,8.82,7,0
93,6,64,7.4,7,0
53,6,48,7.54,10,1
76,3,72,6.69,1,0
75,4,78,7.3,4,0
45,4,44,8.54,10,1
83,0,81,8.88,3,0
45,0,46,9.34,3,1
54,0,48,7.22,9,1
51,6,59,4.57,10,1
70,3,76,8.51,2,0
53,6,88,6.31,6,0
74,0,82,6.98,5,0
57,0,46,4.98,9,1
86,0,39,4.27,10,1
49,4,71,8.38,4,1
97,1,97,8.89,1,0
67,5,53,4.19,9,0
48,2,59,7.1,2,1
56,0,91,5.4,5,1
94,1,56,9.73,10,0
68,4,83,4.79,3,0
62,3,66,6.72,5,0
44,5,75,4.9,7,1
81,5,64,5.17,6,0
68,4,49,9.34,7,0
98,0,37,4.81,8,0
51,3,98,9.16,7,0
66,1,65,6.85,5,1
70,6,95,6.22,5,0
63,5,35,6.63,1,1
92,2,60,4.05,4,0
85,4,58,9.63,3,0
75,5,66,7.07,9,0
60,4,57,9.79,8,0
52,6,87,7.07,9,0
55,6,89,9.85,3,0
76,0,43,4.78,8,1
46,0,38,5.73,6,1
69,1,68,6.1,6,1
93,2,56,9.93,8,0
76,5,62,9.23,6,0
52,4,53,9.24,5,1
61,5,50,6.04,8,1
55,0,88,7.54,3,1
77,1,76,7.39,6,0
64,2,42,7.85,4,1
59,6,82,5.91,4,0
82,6,64,4.26,1,0
90,4,75,7.42,9,0
41,1,39,7.73,7,1
56,4,99,7.48,6,0
89,4,30,6.8,8,0
46,2,30,9.76,8,1
52,0,79,9.51,7,1
65,3,33,7.03,8,1
61,5,51,7.82,9,0
49,1,87,9.46,10,1
43,3,39,7.33,7,1
84,6,35,9.69,7,0
54,3,91,6.41,2,0
95,2,43,8.75,3,0
50,0,53,9.22,5,1
81,2,39,8.78,8,0
62,5,71,9.75,7,0
40,1,72,5.03,8,1
90,1,46,5.26,4,0
100,3,99,5.47,2,0
89,2,77,6.48,3,0
44,2,47,9.64,7,1
71,4,39,9.24,7,0
51,6,59,9.39,3,0
58,1,63,7.77,5,1
79,0,96,6.34,4,0
47,1,77,5.64,10,1
54,3,48,8.33,2,1
77,3,34,6.96,8,1
57,6,74,4.94,5,0
88,5,86,8.18,9,0
63,2,54,7.1,1,1
81,2,48,6.32,8,0
48,5,93,6.03,9,0
47,0,51,4.78,10,1
59,4,42,7.16,10,1
80,0,97,7.56,4,0
79,5,86,5.32,6,0
81,0,38,4.95,9,1
100,6,40,5.13,3,0
70,3,69,5.94,6,0
78,5,46,6.4,5,0
44,0,97,9.37,1,1
53,3,30,7.69,7,1
87,0,78,9.51,6,0
89,3,82,6.94,2,0
40,5,70,8.43,10,1
55,1,49,4.6,7,1
78,6,81,5.79,2,0
75,3,76,6.92,4,0
84,3,74,8.74,4,0
62,2,73,6.44,9,1
64,0,99,5.4,10,1
68,1,77,9.14,2,0
41,3,73,6.34,6,1
83,5,31,9.57,8,0
43,1,79,8.11,9,1
90,3,55,9.42,9,0
83,5,67,7.61,1,0
82,3,94,7.27,6,0
98,5,32,5.47,5,0
70,3,76,5.23,10,0
64,1,49,5.05,7,1
43,1,52,8.4,3,1
53,3,74,8.09,5,1
70,3,44,8.68,2,0
77,5,90,9.84,10,0
56,2,86,9.83,5,0
92,3,55,4.82,6,0
65,6,41,8.52,4,0
76,1,89,6.16,1,0
68,4,93,5.24,8,0
48,6,94,5.54,3,0
97,0,50,4.94,5,0
99,1,89,7.04,4,0
47,0,76,7.73,4,1
58,0,91,4.16,6,1
80,6,38,8.77,6,0
64,6,31,5.73,1,1
71,6,67,8.3,3,0
43,5,49,5.55,6,1
78,2,82,6.08,4,0
49,1,54,8.35,2,1
77,4,85,5.64,6,0
42,0,49,7.29,2,1
73,3,96,6.4,3,0
82,5,83,7.74,4,0
83,0,71,6.76,7,0
67,0,96,8.17,2,0
57,4,88,6.88,10,0
79,6,48,7.62,1,0
66,0,50,5.94,10,1
71,2,42,7.46,9,1
60,2,31,9.14,10,1
63,3,70,6.0,5,0
74,0,41,6.5,8,1
62,6,48,8.68,9,0
70,6,31,6.1,9,0
55,5,77,5.65,5,0
49,2,95,9.6,4,0
46,2,100,7.32,7,1
94,1,79,4.84,9,0
58,3,78,7.02,10,0
99,0,80,8.08,4,0
73,4,78,9.24,9,0
71,0,66,5.47,10,1
48,4,84,8.77,10,0
98,5,92,8.19,2,0
60,1,86,6.09,8,1
47,3,82,5.5,10,1
82,2,87,6.58,6,0
89,2,40,5.27,4,0
47,5,40,7.17,10,1
75,5,74,8.65,1,0
86,0,54,4.94,4,1
77,6,57,9.48,4,0
71,4,36,6.04,4,1
60,5,51,6.92,1,0
83,2,66,6.06,5,0
83,0,75,5.2,7,0
63,6,90,6.69,6,0
40,1,72,4.96,4,1
54,6,41,9.68,10,0
82,6,80,7.85,10,0
89,5,84,9.81,10,0
98,2,53,8.05,1,0
68,1,74,5.41,7,1
74,0,93,4.12,4,0
95,0,97,6.96,2,0
96,4,67,5.83,4,0
41,0,81,6.31,9,1
75,6,56,4.44,4,0
65,1,89,8.38,8,0
67,0,92,8.54,3,0
71,1,71,7.41,2,0
92,1,34,6.78,3,0
53,4,65,5.66,5,1
76,4,94,6.46,3,0
69,6,82,4.4,9,0
45,6,70,5.93,10,1
53,1,62,7.67,9,1
67,5,70,9.34,5,0
40,6,84,7.24,4,0
80,4,37,7.77,3,0
64,4,87,8.13,4,0
67,5,51,7.87,6,0
46,4,42,5.08,7,1
49,0,85,5.23,9,1
91,2,64,6.16,3,0
91,0,69,4.39,3,0
70,4,54,8.32,4,0
70,5,75,7.03,4,0
81,0,82,6.11,1,0
48,2,44,8.22,9,1
97,1,63,5.39,6,0
94,4,71,6.89,1,0
58,6,52,9.69,8,0
88,2,76,6.1,6,0
60,3,59,8.98,8,0
97,0,89,7.31,7,0
60,2,98,7.6,3,0
47,3,87,8.36,10,0
81,0,74,4.29,3,0
41,1,53,5.3,5,1
78,1,56,9.16,7,0
96,0,35,7.79,5,0
53,1,46,6.69,2,1
77,4,99,4.83,6,0
88,1,52,8.88,9,0
99,2,40,8.56,8,0
44,4,70,6.89,8,1
62,2,48,4.49,8,1
77,4,60,7.26,7,0
90,2,31,6.11,10,0
83,5,71,6.1,7,0
72,0,91,6.47,2,0
45,5,53,5.21,2,1
94,0,63,4.17,6,0
94,5,77,9.8,7,0
81,2,84,7.82,7,0
58,2,73,5.78,10,1
89,6,96,8.23,6,0
88,1,97,7.56,5,0
87,1,68,9.98,1,0
79,0,60,6.22,8,1
79,1,41,9.23,1,0
41,1,39,4.93,6,1
78,6,52,8.18,8,0
66,2,47,8.46,8,1
40,5,39,6.35,7,1
97,3,97,7.84,7,0
89,3,67,6.29,10,0
63,1,37,4.5,5,1
43,2,92,8.08,1,1
96,4,64,7.57,2,0
63,0,36,6.69,5,1
84,5,60,8.01,7,0
81,5,76,9.09,7,0
61,0,48,8.95,3,1
75,0,33,6.44,1,1
68,2,65,9.0,4,0
44,6,55,8.08,2,1
83,0,88,6.77,3,0
51,3,63,7.3,7,1
41,4,32,7.73,5,1
98,4,85,9.31,2,0
99,4,80,9.65,1,0
41,2,85,5.95,9,1
60,3,80,6.92,1,0
71,4,34,6.78,8,1
59,0,93,8.64,6,0
57,3,36,9.47,6,1
88,2,62,9.47,1,0
41,2,71,7.06,5,1
78,2,83,8.65,6,0
75,6,91,9.43,10,0
55,4,50,5.71,5,1
49,6,64,5.78,8,1
72,6,51,4.11,1,0
69,2,80,8.11,4,0
54,5,86,7.03,10,0
91,2,38,6.62,3,0
44,5,48,4.24,2,1
85,3,57,8.26,6,0
82,5,68,9.35,2,0
51,5,70,5.1,10,1
71,3,45,7.02,1,1
70,2,38,4.3,3,1
67,4,94,5.35,5,0
45,4,46,9.63,8,1
91,4,100,6.68,6,0
62,5,48,9.91,2,0
68,2,82,9.6,4,0
75,2,98,9.75,4,0
68,0,45,4.2,8,1
77,3,87,4.1,3,0
48,5,86,7.68,10,0
85,2,83,4.61,2,0
90,2,84,4.52,3,0
73,3,45,8.69,4,0
86,5,59,9.85,1,0
82,4,57,6.56,3,0
42,2,99,9.69,1,0
53,6,72,5.63,9,0
41,5,62,8.76,4,1
58,0,89,6.71,7,1
75,4,71,8.5,4,0
97,3,61,7.16,5,0
50,0,63,7.01,8,1
44,4,56,5.33,9,1
82,4,67,4.59,8,0
40,0,65,6.11,4,1
74,4,92,5.64,8,0
94,2,37,9.53,10,0
76,1,66,5.58,4,0
62,0,94,8.62,6,0
92,2,37,6.55,9,0
99,5,74,4.82,10,0
45,1,85,9.45,7,1
62,1,100,4.07,4,1
59,5,91,9.15,1,0
73,2,30,7.17,10,1
94,5,42,7.34,4,0
68,1,72,7.37,9,0
82,1,53,9.68,4,0
96,3,90,7.65,10,0
42,2,44,7.77,1,1
93,4,38,4.38,2,0
59,0,35,8.39,9,1
77,3,93,9.31,2,0
87,0,64,7.39,10,0
95,4,58,8.51,1,0
53,0,45,9.83,2,1
73,1,62,7.85,7,0
88,1,65,7.62,8,0
94,6,31,7.88,1,0
99,3,68,9.62,10,0
60,6,63,6.96,2,0
44,5,45,8.92,9,1
89,3,49,6.24,8,0
46,6,80,8.55,5,0
46,3,38,8.9,8,1
75,2,45,4.34,4,1
91,2,38,4.86,8,0
100,5,100,9.85,8,0
66,5,48,8.72,5,0
91,2,70,7.02,5,0
55,2,48,4.07,9,1
70,4,53,7.81,9,0
66,0,62,4.65,7,1
58,4,56,5.91,4,1
76,2,65,5.03,10,0
50,0,95,8.98,5,1
93,5,80,9.35,10,0
91,1,84,5.45,2,0
60,0,50,8.89,2,1
72,6,34,4.04,4,0
58,3,65,9.16,9,0
69,1,70,5.31,1,1
71,5,52,4.14,1,0
95,3,79,8.22,7,0
57,5,88,7.49,2,0
43,6,81,6.13,2,0
90,2,82,7.09,9,0
59,3,92,9.93,7,0
77,0,51,4.14,7,1
83,1,92,9.58,7,0
85,6,84,4.13,4,0
98,5,95,6.88,4,0
58,6,60,5.91,5,0
97,1,82,6.61,7,0
48,0,87,6.38,9,1
86,6,52,5.88,1,0
61,1,80,4.82,10,1
83,0,46,4.88,2,1
61,3,57,5.95,7,1
40,6,75,5.43,5,1
86,0,75,7.36,6,0
73,1,34,5.78,1,1
56,0,58,5.35,9,1
78,1,59,9.84,1,0
53,4,77,7.76,8,0
48,2,78,9.06,2,1
82,0,84,8.72,7,0
50,5,56,9.42,7,0
65,2,56,6.45,7,1
89,6,97,5.77,5,0
65,3,67,6.02,8,0
52,1,55,7.77,9,1
44,0,86,5.1,6,1
89,6,82,9.29,4,0
55,0,73,4.77,10,1
97,0,48,7.35,1,0
69,0,31,9.28,10,1
54,2,55,5.29,6,1
58,4,59,9.42,6,0
69,1,73,8.47,2,0
79,5,99,9.15,10,0
69,3,81,7.86,8,0
60,3,93,6.34,2,0
80,2,55,5.68,4,0
58,5,100,5.12,1,0
63,5,42,6.15,10,1
50,5,55,6.38,4,1
51,2,70,4.73,10,1
41,3,35,9.09,8,1
44,6,64,6.55,10,1
63,3,43,9.95,3,1
71,0,95,9.01,3,0
98,3,89,8.05,10,0
83,5,56,6.72,8,0
67,3,31,5.94,4,1
97,4,69,7.02,7,0
64,6,38,8.22,8,0
53,6,44,7.61,3,1
72,6,54,5.84,9,0
81,5,37,9.91,8,0
87,2,64,9.38,7,0
72,1,37,5.44,1,1
68,4,84,5.16,10,0
79,3,99,8.08,3,0
97,2,58,5.96,6,0
92,2,66,8.84,10,0
42,4,50,7.89,6,1
76,3,76,8.39,7,0
57,5,39,6.15,5,1
59,5,79,9.14,6,0
100,5,31,4.87,5,0
81,5,55,6.86,4,0
49,6,51,4.99,9,1
93,4,33,4.68,5,0
40,2,32,9.9,5,1
72,4,60,6.59,6,0
94,1,94,8.16,5,0
42,2,46,7.24,3,1
59,6,91,7.52,2,0
73,0,92,9.27,6,0
56,3,77,7.05,10,0
58,5,94,8.42,2,0
58,0,96,7.17,7,1
85,4,62,5.98,8,0
48,3,85,5.44,9,1
56,0,82,4.14,9,1
90,2,69,5.88,10,0
42,0,77,6.3,7,1
59,2,56,7.14,8,1
88,2,32,8.68,7,0
85,6,91,4.66,1,0
79,3,86,4.95,4,0
96,4,32,5.99,1,0
54,1,57,8.54,8,1
78,4,67,5.3,9,0
81,0,90,4.88,9,0
83,0,95,7.68,5,0
41,6,62,8.09,2,1
89,1,44,9.74,5,0
54,6,90,7.47,3,0
87,0,95,7.83,7,0
52,2,96,5.18,8,1
44,0,53,5.47,7,1
57,3,65,7.64,1,1
63,2,65,8.56,1,0
78,0,81,5.86,3,0
98,2,32,4.84,1,0
65,4,48,5.7,7,1
91,3,41,8.92,3,0
98,3,48,7.96,2,0
73,0,44,4.88,3,1
96,5,95,9.73,9,0
86,3,89,5.24,4,0
60,0,52,4.64,7,1
88,5,53,8.44,8,0
41,6,59,4.75,2,1
69,0,55,6.89,3,1
40,5,53,8.15,5,1
56,5,71,5.22,6,0
95,2,61,6.06,10,0
99,6,32,4.79,10,0
55,2,76,4.26,3,1
99,3,95,9.65,2,0
43,5,32,7.09,7,1
56,3,80,7.93,4,0
48,1,94,6.45,9,1
69,1,36,4.32,1,1
48,0,82,4.69,9,1
80,5,99,4.53,2,0
52,3,45,4.43,8,1
91,3,94,4.65,7,0
43,1,50,9.77,6,1
86,4,45,9.08,1,0
82,6,64,5.28,8,0
47,0,74,5.92,10,1
79,5,97,7.9,8,0
87,6,88,8.77,6,0
82,2,53,4.8,10,0
59,2,79,4.41,8,1
98,4,37,9.31,2,0
74,1,50,7.77,8,1
70,5,53,9.08,7,0
61,5,40,7.13,10,1
49,0,40,9.79,4,1
58,0,82,7.74,8,1
91,4,40,6.07,10,0
66,6,89,4.89,10,0
59,0,95,4.19,6,1
56,2,33,8.55,7,1
47,4,93,4.88,5,1
57,4,100,5.33,6,0
52,1,67,5.38,7,1
88,2,55,7.35,4,0
84,3,80,5.06,2,0
98,1,48,5.81,9,0
60,3,89,9.6,10,0
99,0,47,8.16,10,0
44,0,94,5.44,2,1
94,0,32,5.74,1,1
68,4,39,6.36,3,1
91,6,87,9.56,3,0
51,6,59,8.14,5,0
61,2,73,8.42,10,0
73,1,41,8.73,2,1
78,2,41,4.68,4,1
69,0,48,5.93,10,1
100,1,55,5.18,6,0
89,2,92,9.94,2,0
100,3,80,9.52,4,0
60,5,39,4.91,2,1
74,1,77,6.81,4,0
53,5,36,5.8,8,1
86,2,70,8.76,9,0
50,5,40,6.83,5,1
99,0,94,9.12,1,0
97,3,92,4.24,10,0
78,0,38,4.19,4,1
65,1,59,5.52,6,1
89,4,88,9.93,10,0
70,1,39,8.31,3,1
77,1,80,7.54,8,0
99,0,48,5.16,7,0
84,1,98,6.37,9,0
53,1,98,9.8,6,0
83,5,76,8.98,5,0
55,6,52,5.02,7,1
96,2,97,6.18,8,0
49,2,43,7.56,10,1
93,0,35,4.55,9,1
59,1,43,5.7,4,1
85,2,44,7.02,3,0
58,5,88,6.6,5,0
69,1,38,8.37,8,1
93,4,51,9.89,10,0
54,3,73,6.37,2,1
82,4,98,8.9,9,0
40,4,41,8.39,2,1
40,5,70,6.87,3,1
58,2,30,6.47,1,1
58,3,75,7.59,4,0
54,0,77,5.55,3,1
67,2,62,5.7,1,1
81,2,99,4.05,1,0
64,3,39,7.36,7,1
53,1,38,4.02,8,1
82,5,40,9.81,10,0
50,2,93,9.73,7,0
68,3,62,5.53,1,0
64,0,99,5.77,1,0
67,5,85,4.13,9,0
41,4,76,6.35,6,1
92,2,70,9.93,7,0
48,5,74,6.56,4,1
70,0,74,7.38,2,1
43,4,90,8.39,1,0
40,4,84,7.22,10,1
79,2,85,6.45,2,0
75,2,46,9.56,9,0
72,4,62,5.15,3,0
75,1,74,8.27,5,0
43,6,71,7.23,4,0
94,3,67,9.2,4,0
97,4,52,7.64,4,0
99,5,79,8.39,2,0
50,5,49,4.79,8,1
69,3,66,7.78,10,0
98,2,63,8.57,2,0
99,0,79,5.87,8,0
59,2,87,7.6,10,0
41,1,56,6.96,4,1
84,3,69,6.97,8,0
48,3,62,6.13,8,1
59,0,81,8.24,9,1
78,1,90,8.56,7,0
47,2,35,9.28,3,1
78,2,31,9.42,6,0
50,0,86,5.76,4,1
60,1,39,8.58,2,1
76,0,54,4.31,8,1
80,3,99,5.32,2,0
87,5,95,6.36,9,0
91,3,73,7.05,8,0
52,5,100,5.87,2,0
89,5,100,5.85,8,0
89,0,59,7.9,8,0
71,6,81,5.09,3,0
55,4,48,5.51,8,1
71,4,38,9.67,9,0
79,3,47,8.42,2,0
53,4,60,5.19,1,1
40,4,78,7.33,5,1
63,2,35,5.3,3,1
43,2,99,8.54,1,1
93,1,76,8.14,10,0
57,4,77,6.57,3,0
97,5,31,8.57,9,0
71,3,73,6.09,10,0
90,0,65,7.19,7,0
65,1,58,9.55,6,1
73,3,68,9.24,3,0
73,6,85,4.98,6,0
76,0,30,4.45,7,1
69,1,87,6.44,7,0
90,5,66,9.65,1,0
61,4,74,8.91,7,0
44,2,80,9.7,8,1
89,2,95,7.77,9,0
92,4,87,8.97,6,0
87,1,88,7.03,7,0
63,2,33,6.93,6,1
96,1,73,7.86,9,0
57,5,53,4.07,3,1
70,2,79,4.06,2,0
100,6,97,6.43,5,0
57,4,44,6.5,5,1
88,0,58,8.87,1,0
71,5,32,7.08,8,0
40,3,60,5.87,1,1
55,4,46,5.12,8,1
55,1,41,7.72,9,1
45,2,62,7.35,8,1
77,5,33,6.94,2,0
69,1,96,7.89,3,0
63,6,41,9.48,3,0
100,2,65,5.85,8,0
52,6,63,6.65,1,0
59,0,89,6.64,5,1
72,4,85,6.02,8,0
83,6,77,4.53,10,0
54,4,60,9.57,7,0
64,6,45,9.34,8,0
47,2,70,7.13,7,1
67,6,54,9.0,4,0
53,2,43,5.74,1,1
61,4,58,6.66,7,1
69,0,56,8.76,10,1
58,5,99,5.87,2,0
60,6,44,8.96,3,0
95,3,56,4.71,4,0
91,3,59,7.45,7,0
71,0,67,6.39,9,1
67,2,71,6.59,9,0
47,2,62,6.85,6,1
68,1,36,7.08,8,1
99,6,51,8.03,10,0
89,4,81,9.21,2,0
59,1,79,5.0,6,1
59,3,86,9.47,9,0
53,1,94,5.09,8,1
75,6,86,7.33,4,0
60,6,34,6.47,9,1
92,4,54,8.04,1,0
79,0,95,5.44,4,0
82,2,41,4.85,2,1
73,4,42,6.65,10,0
99,5,46,4.89,1,0
75,2,58,4.03,6,1
57,2,81,4.17,4,1
44,4,34,5.73,9,1
42,6,71,9.6,9,0
81,6,83,5.36,3,0
76,2,72,8.36,5,0
55,5,63,8.72,3,0
81,5,57,7.02,7,0
57,2,36,7.73,9,1
61,4,93,9.64,6,0
92,5,93,9.61,5,0
63,6,47,6.39,1,0
62,0,33,6.81,3,1
88,4,52,5.57,2,0
61,4,96,7.06,2,0
63,0,39,7.52,9,1
88,4,68,9.55,3,0
65,0,62,9.27,10,1
56,6,99,5.0,6,0
53,3,98,6.16,7,0
45,5,76,7.83,2,0
53,6,60,5.42,7,1
100,0,42,8.26,9,0
82,2,99,5.94,7,0
57,4,88,4.49,10,0
64,4,90,6.14,2,0
82,1,94,9.68,1,0
93,3,64,7.02,7,0
74,6,47,4.88,3,0
69,2,100,8.09,9,0
100,2,34,5.36,6,0
45,5,66,4.52,4,1
98,0,49,8.49,10,0
96,6,47,7.57,7,0
53,3,94,4.35,8,1
47,1,59,8.47,6,1
78,5,81,4.09,2,0
89,1,34,5.12,9,1
53,5,37,7.26,4,1
55,0,38,9.12,8,1
85,2,52,9.48,6,0
56,2,65,7.89,8,1
67,6,50,4.76,7,0
41,5,76,9.65,4,0
84,2,75,7.8,10,0
52,0,53,8.68,3,1
89,6,89,8.81,8,0
74,6,85,8.3,8,0
64,4,38,7.0,6,1
55,2,39,9.07,4,1
40,0,58,7.59,7,1
89,2,91,6.19,8,0
52,3,83,6.32,5,1
98,1,79,5.75,6,0
77,2,76,8.38,1,0
79,4,52,6.96,9,0
69,1,46,4.99,4,1
95,5,62,7.71,4,0
84,0,49,6.97,6,1
44,2,89,4.15,3,1
61,5,48,5.78,3,1
82,5,51,6.83,3,0
62,3,82,9.93,8,0
84,4,70,5.7,9,0
64,1,88,7.46,2,0
55,2,36,7.3,8,1
40,6,63,4.82,4,1
95,0,50,6.93,6,0
87,1,86,8.49,10,0
82,1,78,6.13,2,0
50,2,65,4.94,10,1
63,0,86,5.16,8,1
61,4,45,6.68,3,1
77,1,73,9.04,7,0
40,6,82,5.42,8,1
77,1,97,4.77,4,0
85,0,53,5.45,4,1
99,6,30,7.47,5,0
84,1,40,6.05,3,1
56,2,96,8.58,7,0
54,4,94,5.36,8,0
85,0,71,7.43,8,0
59,5,34,7.3,2,1
86,2,61,4.18,4,0
43,5,47,8.47,2,1
57,4,59,5.88,8,1
57,1,67,9.29,5,1
41,6,82,8.05,3,0
53,4,48,8.68,8,1
78,6,31,4.99,8,0
60,2,73,7.88,2,0
75,5,76,8.38,9,0
98,0,74,4.16,7,0
61,3,47,7.59,5,1
98,3,59,4.87,5,0
59,6,91,5.22,10,0
91,4,75,6.48,4,0
48,2,37,4.41,4,1
90,4,88,7.51,4,0
81,2,76,4.79,10,0
52,4,47,4.42,3,1
77,0,48,5.97,2,1
68,1,38,6.77,5,1
93,2,30,5.59,7,0
91,6,91,4.89,2,0
43,6,62,8.15,2,1
80,3,64,9.23,2,0
82,2,77,9.3,8,0
66,6,62,5.34,3,0
50,3,93,8.08,2,0
78,4,38,8.75,4,0
97,0,42,9.26,4,0
68,5,30,6.45,8,1
93,6,88,9.28,1,0
61,5,76,8.4,5,0
50,5,38,8.03,10,1
98,5,72,9.62,9,0
64,0,40,7.78,7,1
42,0,62,6.79,7,1
73,6,40,9.45,8,0
41,5,100,9.04,9,0
58,0,81,9.92,3,1
94,0,62,7.28,9,0
74,6,46,9.87,9,0
88,3,75,6.03,3,0
89,0,45,7.55,3,0
52,1,36,4.7,2,1
87,0,100,9.99,8,0
91,1,63,5.67,3,0
58,4,98,4.75,1,0
53,6,38,5.39,9,1
66,6,40,8.09,10,0
49,2,56,6.5,8,1
95,5,81,6.34,1,0
96,3,96,9.02,7,0
48,2,36,6.59,5,1
80,6,46,7.09,8,0
69,2,55,8.88,7,0
78,1,94,4.21,6,0
72,4,80,9.76,3,0
75,2,37,6.48,5,1
61,6,90,4.95,3,0
77,4,44,7.41,1,0
40,4,30,9.77,9,1
76,2,75,6.48,8,0
95,6,30,4.92,1,0
93,1,68,4.76,10,0
95,5,70,4.5,2,0
43,6,41,9.31,10,1
57,2,65,9.19,7,1
49,0,89,8.03,7,1
53,0,45,8.81,1,1
73,5,33,4.92,6,1
63,3,61,8.83,9,0
45,3,75,9.75,4,1
48,5,47,6.71,2,1
88,5,88,9.25,6,0
95,1,74,6.83,8,0
50,2,82,6.82,3,1
99,4,95,7.18,1,0
63,6,87,7.65,1,0
79,4,45,9.33,9,0
86,6,68,9.42,5,0
98,2,44,7.4,5,0
54,1,60,8.49,1,1
63,2,68,9.13,6,0
50,3,37,5.16,8,1
42,3,41,4.26,1,1
99,3,61,5.37,4,0
78,6,98,9.42,3,0
63,4,76,9.84,1,0
83,3,62,8.63,1,0
57,5,41,6.85,6,1
88,6,94,8.54,6,0
55,6,49,8.88,4,0
63,3,47,7.98,9,1
45,3,89,7.72,1,1
96,5,79,4.94,6,0
79,1,34,5.52,10,1
45,2,66,5.89,10,1
95,3,42,7.68,9,0
83,0,60,4.0,7,1
65,2,87,8.65,6,0
76,0,73,5.02,4,1
82,5,46,4.17,8,0
49,5,44,4.98,7,1
86,2,38,7.32,8,0
75,1,53,9.17,2,0
69,1,78,7.71,5,0
50,5,100,8.46,2,0
44,0,85,8.21,7,1
68,5,62,7.65,1,0
41,1,78,8.35,9,1
74,5,75,6.86,6,0
42,3,44,8.8,10,1
42,0,62,4.54,8,1
50,5,87,7.52,8,0
93,4,57,6.9,8,0
96,1,77,9.75,8,0
57,6,58,4.32,1,1
50,2,41,9.25,5,1
